Name,Type1,Type2,EvoStage,FullyEvolved,Gen,BaseStatTotal,BestStat
Krookodile,Ground,Dark,3,true,5,519,Attack
Darumaka,Fire,None,1,false,5,315,Attack
Darmanitan-standard,Fire,None,1,true,5,480,Attack
Maractus,Grass,None,1,true,5,461,Special-attack
Dwebble,Bug,Rock,1,false,5,325,Defense
Crustle,Bug,Rock,2,true,5,485,Defense
Scraggy,Dark,Fighting,1,false,5,348,Attack
Scrafty,Dark,Fighting,2,true,5,488,Defense
Sigilyph,Psychic,Flying,1,true,5,490,Special-attack
Yamask,Ghost,None,1,false,5,303,Defense
Cofagrigus,Ghost,None,2,true,5,483,Defense
Tirtouga,Water,Rock,1,false,5,355,Defense
Carracosta,Water,Rock,2,true,5,495,Defense
Archen,Rock,Flying,1,false,5,401,Attack
Archeops,Rock,Flying,2,true,5,567,Attack
Trubbish,Poison,None,1,false,5,329,Speed
Garbodor,Poison,None,2,true,5,474,Attack
Zorua,Dark,None,1,false,5,330,Special-attack
Zoroark,Dark,None,2,true,5,510,Special-attack
Minccino,Normal,None,1,false,5,300,Speed
Cinccino,Normal,None,2,true,5,470,Speed
Gothita,Psychic,None,1,false,5,290,Special-defense
Gothorita,Psychic,None,2,false,5,390,Special-defense
Gothitelle,Psychic,None,3,true,5,490,Special-defense
Solosis,Psychic,None,1,false,5,290,Special-attack
Duosion,Psychic,None,2,false,5,370,Special-attack
Reuniclus,Psychic,None,3,true,5,490,Special-attack
Ducklett,Water,Flying,1,false,5,305,Hp
Swanna,Water,Flying,2,true,5,473,Speed
Vanillite,Ice,None,1,false,5,305,Special-attack
Vanillish,Ice,None,2,false,5,395,Special-attack
Vanilluxe,Ice,None,3,true,5,535,Special-attack
Deerling,Normal,Grass,1,false,5,335,Speed
Sawsbuck,Normal,Grass,2,true,5,475,Attack
Emolga,Electric,Flying,1,true,5,428,Speed
Karrablast,Bug,None,1,false,5,315,Attack
Escavalier,Bug,Steel,2,true,5,495,Attack
Foongus,Grass,Poison,1,false,5,294,Hp
Amoonguss,Grass,Poison,2,true,5,464,Hp
Frillish,Water,Ghost,1,false,5,335,Special-defense
Jellicent,Water,Ghost,2,true,5,480,Special-defense
Alomomola,Water,None,1,true,5,470,Hp
Joltik,Bug,Electric,1,false,5,319,Speed
Galvantula,Bug,Electric,2,true,5,472,Speed
Ferroseed,Grass,Steel,1,false,5,305,Defense
Ferrothorn,Grass,Steel,2,true,5,489,Defense
Klink,Steel,None,1,false,5,300,Defense
Klang,Steel,None,2,false,5,440,Defense
Klinklang,Steel,None,3,true,5,520,Defense
Tynamo,Electric,None,1,false,5,275,Speed
Eelektrik,Electric,None,2,false,5,405,Attack
Eelektross,Electric,None,3,true,5,515,Attack
Elgyem,Psychic,None,1,false,5,335,Special-attack
Beheeyem,Psychic,None,2,true,5,485,Special-attack
Litwick,Ghost,Fire,1,false,5,275,Special-attack
Lampent,Ghost,Fire,2,false,5,370,Special-attack
Chandelure,Ghost,Fire,3,true,5,520,Special-attack
Axew,Dragon,None,1,false,5,320,Attack
Fraxure,Dragon,None,2,false,5,410,Attack
Haxorus,Dragon,None,3,true,5,540,Attack
Cubchoo,Ice,None,1,false,5,305,Attack
Beartic,Ice,None,2,true,5,505,Attack
Cryogonal,Ice,None,1,true,5,515,Special-defense
Shelmet,Bug,None,1,false,5,305,Defense
Accelgor,Bug,None,2,true,5,495,Speed
Stunfisk,Ground,Electric,1,true,5,471,Hp
Mienfoo,Fighting,None,1,false,5,350,Attack
Mienshao,Fighting,None,2,true,5,510,Attack
Druddigon,Dragon,None,1,true,5,485,Attack
Golett,Ground,Ghost,1,false,5,303,Attack
Golurk,Ground,Ghost,2,true,5,483,Attack
Pawniard,Dark,Steel,1,false,5,340,Attack
Bisharp,Dark,Steel,2,false,5,490,Attack
Bouffalant,Normal,None,1,true,5,490,Attack
Rufflet,Normal,Flying,1,false,5,350,Attack
Braviary,Normal,Flying,2,true,5,510,Attack
Vullaby,Dark,Flying,1,false,5,370,Defense
Mandibuzz,Dark,Flying,2,true,5,510,Hp
Heatmor,Fire,None,1,true,5,484,Special-attack
Durant,Bug,Steel,1,true,5,484,Defense
Deino,Dark,Dragon,1,false,5,300,Attack
Zweilous,Dark,Dragon,2,false,5,420,Attack
Hydreigon,Dark,Dragon,3,true,5,600,Special-attack
Larvesta,Bug,Fire,1,false,5,360,Attack
Volcarona,Bug,Fire,2,true,5,550,Special-attack
Cobalion,Steel,Fighting,1,true,5,580,Defense
Terrakion,Rock,Fighting,1,true,5,580,Attack
Virizion,Grass,Fighting,1,true,5,580,Special-defense
Tornadus-incarnate,Flying,None,1,true,5,580,Special-attack
Thundurus-incarnate,Electric,Flying,1,true,5,580,Special-attack
Reshiram,Dragon,Fire,1,true,5,680,Special-attack
Zekrom,Dragon,Electric,1,true,5,680,Attack
Landorus-incarnate,Ground,Flying,1,true,5,600,Attack
Kyurem,Dragon,Ice,1,true,5,660,Attack
Keldeo-ordinary,Water,Fighting,1,true,5,580,Special-attack
Meloetta-aria,Normal,Psychic,1,true,5,600,Special-attack
Genesect,Bug,Steel,1,true,5,600,Attack
Chespin,Grass,None,1,false,6,313,Defense
Quilladin,Grass,None,2,false,6,405,Defense
Chesnaught,Grass,Fighting,3,true,6,530,Defense
Fennekin,Fire,None,1,false,6,307,Special-attack
Braixen,Fire,None,2,false,6,409,Special-attack
Delphox,Fire,Psychic,3,true,6,534,Special-attack
Froakie,Water,None,1,false,6,314,Speed
Frogadier,Water,None,2,false,6,405,Speed
Greninja,Water,Dark,3,true,6,530,Speed
Bunnelby,Normal,None,1,false,6,237,Speed
Diggersby,Normal,Ground,2,true,6,423,Hp
Fletchling,Normal,Flying,1,false,6,278,Speed
Fletchinder,Fire,Flying,2,false,6,382,Speed
Talonflame,Fire,Flying,3,true,6,499,Speed
Scatterbug,Bug,None,1,false,6,200,Defense
Spewpa,Bug,None,2,false,6,213,Defense
Vivillon,Bug,Flying,3,true,6,411,Special-attack
Litleo,Fire,Normal,1,false,6,369,Special-attack
Pyroar,Fire,Normal,2,true,6,507,Special-attack
Flabebe,Fairy,None,1,false,6,303,Special-defense
Floette,Fairy,None,2,false,6,371,Special-defense
Florges,Fairy,None,3,true,6,552,Special-defense
Skiddo,Grass,None,1,false,6,350,Hp
Gogoat,Grass,None,2,true,6,531,Hp
Pancham,Fighting,None,1,false,6,348,Attack
Pangoro,Fighting,Dark,2,true,6,495,Attack
Furfrou,Normal,None,1,true,6,472,Speed
Espurr,Psychic,None,1,false,6,355,Speed
Meowstic-male,Psychic,None,1,true,6,466,Speed
Honedge,Steel,Ghost,1,false,6,325,Defense
Doublade,Steel,Ghost,2,false,6,448,Defense
Aegislash-shield,Steel,Ghost,1,true,6,500,Defense
Spritzee,Fairy,None,1,false,6,341,Hp
Aromatisse,Fairy,None,2,true,6,462,Hp
Swirlix,Fairy,None,1,false,6,341,Defense
Slurpuff,Fairy,None,2,true,6,480,Defense
Inkay,Dark,Psychic,1,false,6,288,Attack
Malamar,Dark,Psychic,2,true,6,482,Attack
Binacle,Rock,Water,1,false,6,306,Defense
Barbaracle,Rock,Water,2,true,6,500,Defense
Skrelp,Poison,Water,1,false,6,320,Attack
Dragalge,Poison,Dragon,2,true,6,494,Special-defense
Clauncher,Water,None,1,false,6,330,Special-defense
Clawitzer,Water,None,2,true,6,500,Special-attack
Helioptile,Electric,Normal,1,false,6,289,Speed
Heliolisk,Electric,Normal,2,true,6,481,Special-attack
Tyrunt,Rock,Dragon,1,false,6,362,Attack
Tyrantrum,Rock,Dragon,2,true,6,521,Attack
Amaura,Rock,Ice,1,false,6,362,Hp
Aurorus,Rock,Ice,2,true,6,521,Hp
Sylveon,Fairy,None,2,true,6,525,Special-defense
Hawlucha,Fighting,Flying,1,true,6,500,Speed
Dedenne,Electric,Fairy,1,true,6,431,Speed
Carbink,Rock,Fairy,1,true,6,500,Defense
Goomy,Dragon,None,1,false,6,300,Special-defense
Sliggoo,Dragon,None,2,false,6,452,Special-defense
Goodra,Dragon,None,3,true,6,600,Special-defense
Klefki,Steel,Fairy,1,true,6,470,Defense
Phantump,Ghost,Grass,1,false,6,309,Attack
Trevenant,Ghost,Grass,2,true,6,474,Attack
Pumpkaboo-average,Ghost,Grass,1,true,6,335,Defense
Gourgeist-average,Ghost,Grass,1,true,6,494,Defense
Bergmite,Ice,None,1,false,6,304,Defense
Avalugg,Ice,None,2,true,6,514,Defense
Noibat,Flying,Dragon,1,false,6,245,Speed
Noivern,Flying,Dragon,2,true,6,535,Speed
Xerneas,Fairy,None,1,true,6,680,Attack
Yveltal,Dark,Flying,1,true,6,680,Attack
Zygarde-50,Dragon,Ground,1,true,6,600,Defense
Diancie,Rock,Fairy,1,true,6,600,Defense
Hoopa,Psychic,Ghost,1,true,6,600,Special-attack
Volcanion,Fire,Water,1,true,6,600,Special-attack
Rowlet,Grass,Flying,1,false,7,320,Hp
Dartrix,Grass,Flying,2,false,7,420,Hp
Decidueye,Grass,Ghost,3,true,7,530,Attack
Litten,Fire,None,1,false,7,320,Speed
Torracat,Fire,None,2,false,7,420,Speed
Incineroar,Fire,Dark,3,true,7,530,Attack
Popplio,Water,None,1,false,7,320,Special-attack
Brionne,Water,None,2,false,7,420,Special-attack
Primarina,Water,Fairy,3,true,7,530,Special-attack
Pikipek,Normal,Flying,1,false,7,265,Attack
Trumbeak,Normal,Flying,2,false,7,355,Attack
Toucannon,Normal,Flying,3,true,7,485,Attack
Yungoos,Normal,None,1,false,7,253,Attack
Gumshoos,Normal,None,2,true,7,418,Attack
Grubbin,Bug,None,1,false,7,300,Attack
Charjabug,Bug,Electric,2,false,7,400,Defense
Vikavolt,Bug,Electric,3,true,7,500,Special-attack
Crabrawler,Fighting,None,1,false,7,338,Attack
Crabominable,Fighting,Ice,2,true,7,478,Attack
Oricorio-baile,Fire,Flying,1,true,7,476,Special-attack
Cutiefly,Bug,Fairy,1,false,7,304,Speed
Ribombee,Bug,Fairy,2,true,7,464,Speed
Rockruff,Rock,None,1,false,7,280,Attack
Lycanroc-midday,Rock,None,1,true,7,487,Attack
Wishiwashi-solo,Water,None,1,true,7,175,Hp
Mareanie,Poison,Water,1,false,7,305,Defense
Toxapex,Poison,Water,2,true,7,495,Defense
Mudbray,Ground,None,1,false,7,385,Attack
Mudsdale,Ground,None,2,true,7,500,Attack
Dewpider,Water,Bug,1,false,7,269,Special-defense
Araquanid,Water,Bug,2,true,7,454,Special-defense
Fomantis,Grass,None,1,false,7,250,Attack
Lurantis,Grass,None,2,true,7,480,Attack
Morelull,Grass,Fairy,1,false,7,285,Special-defense
Shiinotic,Grass,Fairy,2,true,7,405,Special-defense
Salandit,Poison,Fire,1,false,7,320,Speed
Salazzle,Poison,Fire,2,true,7,480,Speed
Stufful,Normal,Fighting,1,false,7,340,Attack
Bewear,Normal,Fighting,2,true,7,500,Attack
Bounsweet,Grass,None,1,false,7,210,Hp
Steenee,Grass,None,2,false,7,290,Speed
Tsareena,Grass,None,3,true,7,510,Attack
Comfey,Fairy,None,1,true,7,485,Special-defense
Oranguru,Normal,Psychic,1,true,7,490,Special-defense
Passimian,Fighting,None,1,true,7,490,Attack
Wimpod,Bug,Water,1,false,7,230,Speed
Golisopod,Bug,Water,2,true,7,530,Defense
Sandygast,Ghost,Ground,1,false,7,320,Defense
Palossand,Ghost,Ground,2,true,7,480,Defense
Pyukumuku,Water,None,1,true,7,410,Defense
Type-null,Normal,None,1,false,7,534,Hp
Silvally,Normal,None,2,true,7,570,Hp
Minior-red-meteor,Rock,Flying,1,true,7,440,Defense
Komala,Normal,None,1,true,7,480,Attack
Turtonator,Fire,Dragon,1,true,7,485,Defense
Togedemaru,Electric,Steel,1,true,7,435,Attack
Mimikyu-disguised,Ghost,Fairy,1,true,7,476,Special-defense
Bruxish,Water,Psychic,1,true,7,475,Attack
Drampa,Normal,Dragon,1,true,7,485,Special-attack
Dhelmise,Ghost,Grass,1,true,7,517,Attack
Jangmo-o,Dragon,None,1,false,7,300,Defense
Hakamo-o,Dragon,Fighting,2,false,7,420,Defense
Kommo-o,Dragon,Fighting,3,true,7,600,Defense
Tapu-koko,Electric,Fairy,1,true,7,570,Speed
Tapu-lele,Psychic,Fairy,1,true,7,570,Special-attack
Tapu-bulu,Grass,Fairy,1,true,7,570,Attack
Tapu-fini,Water,Fairy,1,true,7,570,Special-defense
Cosmog,Psychic,None,1,false,7,200,Hp
Cosmoem,Psychic,None,2,false,7,400,Defense
Solgaleo,Psychic,Steel,3,true,7,680,Hp
Lunala,Psychic,Ghost,3,true,7,680,Hp
Nihilego,Rock,Poison,1,true,7,570,Special-defense
Buzzwole,Bug,Fighting,1,true,7,570,Attack
Pheromosa,Bug,Fighting,1,true,7,570,Speed
Xurkitree,Electric,None,1,true,7,570,Special-attack
Celesteela,Steel,Flying,1,true,7,570,Special-attack
Kartana,Grass,Steel,1,true,7,570,Attack
Guzzlord,Dark,Dragon,1,true,7,570,Hp
Necrozma,Psychic,None,1,true,7,600,Special-attack
Magearna,Steel,Fairy,1,true,7,600,Special-attack
Marshadow,Fighting,Ghost,1,true,7,600,Attack
Poipole,Poison,None,1,false,7,420,Attack
Naganadel,Poison,Dragon,2,true,7,540,Special-attack
Stakataka,Rock,Steel,1,true,7,570,Defense
Blacephalon,Fire,Ghost,1,true,7,570,Special-attack
Zeraora,Electric,None,1,true,7,600,Speed
Meltan,Steel,None,1,true,7,300,Attack
Melmetal,Steel,None,1,true,7,600,Attack
Grookey,Grass,None,1,false,8,310,Attack
Thwackey,Grass,None,2,false,8,420,Attack
Rillaboom,Grass,None,3,true,8,530,Attack
Scorbunny,Fire,None,1,false,8,310,Attack
Raboot,Fire,None,2,false,8,420,Speed
Cinderace,Fire,None,3,true,8,530,Speed
Sobble,Water,None,1,false,8,310,Special-attack
Drizzile,Water,None,2,false,8,420,Special-attack
Inteleon,Water,None,3,true,8,530,Special-attack
Skwovet,Normal,None,1,false,8,275,Hp
Greedent,Normal,None,2,true,8,460,Hp
Rookidee,Flying,None,1,false,8,245,Speed
Corvisquire,Flying,None,2,false,8,365,Speed
Corviknight,Flying,Steel,3,true,8,495,Defense
Blipbug,Bug,None,1,false,8,180,Special-defense
Dottler,Bug,Psychic,2,false,8,335,Special-defense
Orbeetle,Bug,Psychic,3,true,8,505,Special-defense
Nickit,Dark,None,1,false,8,245,Special-defense
Thievul,Dark,None,2,true,8,455,Special-defense
Gossifleur,Grass,None,1,false,8,250,Defense
Eldegoss,Grass,None,2,true,8,460,Special-defense
Wooloo,Normal,None,1,false,8,270,Defense
Dubwool,Normal,None,2,true,8,490,Defense
Chewtle,Water,None,1,false,8,284,Attack
Drednaw,Water,Rock,2,true,8,485,Attack
Yamper,Electric,None,1,false,8,270,Hp
Boltund,Electric,None,2,true,8,490,Speed
Rolycoly,Rock,None,1,false,8,240,Defense
Carkol,Rock,Fire,2,false,8,410,Defense
Coalossal,Rock,Fire,3,true,8,510,Defense
Applin,Grass,Dragon,1,false,8,260,Defense
Flapple,Grass,Dragon,2,true,8,485,Attack
Appletun,Grass,Dragon,2,true,8,485,Hp
Silicobra,Ground,None,1,false,8,315,Defense
Sandaconda,Ground,None,2,true,8,510,Defense
Cramorant,Flying,Water,1,true,8,475,Special-defense
Arrokuda,Water,None,1,false,8,280,Speed
Barraskewda,Water,None,2,true,8,490,Speed
Toxel,Electric,Poison,1,false,8,242,Special-attack
Toxtricity-amped,Electric,Poison,1,true,8,502,Special-attack
Sizzlipede,Fire,Bug,1,false,8,305,Attack
Centiskorch,Fire,Bug,2,true,8,525,Attack
Clobbopus,Fighting,None,1,false,8,310,Attack
Grapploct,Fighting,None,2,true,8,480,Attack
Sinistea,Ghost,None,1,false,8,308,Special-attack
Polteageist,Ghost,None,2,true,8,508,Special-attack
Hatenna,Psychic,None,1,false,8,265,Special-attack
Hattrem,Psychic,None,2,false,8,370,Special-attack
Hatterene,Psychic,Fairy,3,true,8,510,Special-attack
Impidimp,Dark,Fairy,1,false,8,265,Special-attack
Morgrem,Dark,Fairy,2,false,8,370,Special-attack
Grimmsnarl,Dark,Fairy,3,true,8,510,Attack
Obstagoon,Dark,Normal,3,true,8,520,Defense
Perrserker,Steel,None,2,true,8,440,Attack
Cursola,Ghost,None,2,true,8,510,Special-attack
Sirfetchd,Fighting,None,2,true,8,507,Attack
Mr-rime,Ice,Psychic,3,true,8,520,Special-attack
Runerigus,Ground,Ghost,2,true,8,483,Defense
Milcery,Fairy,None,1,false,8,270,Special-defense
Alcremie,Fairy,None,2,true,8,495,Special-defense
Falinks,Fighting,None,1,true,8,470,Attack
Pincurchin,Electric,None,1,true,8,435,Attack
Snom,Ice,Bug,1,false,8,185,Special-attack
Frosmoth,Ice,Bug,2,true,8,475,Special-attack
Stonjourner,Rock,None,1,true,8,470,Defense
Eiscue-ice,Ice,None,1,true,8,470,Defense
Indeedee-male,Psychic,Normal,1,true,8,475,Special-attack
Morpeko-full-belly,Electric,Dark,1,true,8,436,Speed
Cufant,Steel,None,1,false,8,330,Attack
Copperajah,Steel,None,2,true,8,500,Attack
Dracozolt,Electric,Dragon,1,true,8,505,Attack
Arctozolt,Electric,Ice,1,true,8,505,Attack
Dracovish,Water,Dragon,1,true,8,505,Defense
Arctovish,Water,Ice,1,true,8,505,Defense
Duraludon,Steel,Dragon,1,false,8,535,Special-attack
Dreepy,Dragon,Ghost,1,false,8,270,Speed
Drakloak,Dragon,Ghost,2,false,8,410,Speed
Dragapult,Dragon,Ghost,3,true,8,600,Speed
Zacian,Fairy,None,1,true,8,660,Speed
Zamazenta,Fighting,None,1,true,8,660,Speed
Eternatus,Poison,Dragon,1,true,8,690,Special-attack
Kubfu,Fighting,None,1,false,8,385,Attack
Urshifu-single-strike,Fighting,Dark,1,true,8,550,Attack
Zarude,Dark,Grass,1,true,8,600,Attack
Regieleki,Electric,None,1,true,8,580,Speed
Regidrago,Dragon,None,1,true,8,580,Hp
Glastrier,Ice,None,1,true,8,580,Attack
Spectrier,Ghost,None,1,true,8,580,Special-attack
Calyrex,Psychic,Grass,1,true,8,500,Hp
Wyrdeer,Normal,Psychic,2,true,8,525,Attack
Kleavor,Bug,Rock,2,true,8,500,Attack
Ursaluna,Ground,Normal,3,true,8,550,Attack
Basculegion-male,Water,Ghost,1,true,8,530,Hp
Sneasler,Fighting,Poison,2,true,8,510,Attack
Overqwil,Dark,Poison,2,true,8,510,Attack
Enamorus-incarnate,Fairy,Flying,1,true,8,580,Special-attack
Sprigatito,Grass,None,1,false,9,310,Speed
Floragato,Grass,None,2,false,9,410,Speed
Meowscarada,Grass,Dark,3,true,9,530,Speed
Fuecoco,Fire,None,1,false,9,310,Hp
Crocalor,Fire,None,2,false,9,411,Special-attack
Skeledirge,Fire,Ghost,3,true,9,530,Special-attack
Quaxly,Water,None,1,false,9,310,Attack
Quaxwell,Water,None,2,false,9,410,Attack
Quaquaval,Water,Fighting,3,true,9,530,Attack
Lechonk,Normal,None,1,false,9,254,Hp
Oinkologne-male,Normal,None,1,true,9,489,Hp
Tarountula,Bug,None,1,false,9,210,Defense
Spidops,Bug,None,2,true,9,404,Defense
Nymble,Bug,None,1,false,9,210,Attack
Lokix,Bug,Dark,2,true,9,450,Attack
Pawmi,Electric,None,1,false,9,240,Speed
Pawmo,Electric,Fighting,2,false,9,350,Speed
Pawmot,Electric,Fighting,3,true,9,490,Attack
Tandemaus,Normal,None,1,false,9,305,Speed
Maushold-family-of-four,Normal,None,1,true,9,470,Speed
Fidough,Fairy,None,1,false,9,312,Defense
Dachsbun,Fairy,None,2,true,9,477,Defense
Smoliv,Grass,Normal,1,false,9,260,Special-attack
Dolliv,Grass,Normal,2,false,9,354,Special-attack
Arboliva,Grass,Normal,3,true,9,510,Special-attack
Squawkabilly-green-plumage,Normal,Flying,1,true,9,417,Attack
Nacli,Rock,None,1,false,9,280,Defense
Naclstack,Rock,None,2,false,9,355,Defense
Garganacl,Rock,None,3,true,9,500,Defense
Charcadet,Fire,None,1,false,9,255,Attack
Armarouge,Fire,Psychic,2,true,9,525,Special-attack
Ceruledge,Fire,Ghost,2,true,9,525,Attack
Tadbulb,Electric,None,1,false,9,272,Hp
Bellibolt,Electric,None,2,true,9,495,Hp
Wattrel,Electric,Flying,1,false,9,280,Speed
Kilowattrel,Electric,Flying,2,true,9,490,Speed
Maschiff,Dark,None,1,false,9,340,Attack
Mabosstiff,Dark,None,2,true,9,505,Attack
Shroodle,Poison,Normal,1,false,9,290,Speed
Grafaiai,Poison,Normal,2,true,9,485,Speed
Bramblin,Grass,Ghost,1,false,9,275,Attack
Brambleghast,Grass,Ghost,2,true,9,480,Attack
Toedscool,Ground,Grass,1,false,9,335,Special-defense
Toedscruel,Ground,Grass,2,true,9,515,Special-defense
Klawf,Rock,None,1,true,9,450,Defense
Capsakid,Grass,None,1,false,9,304,Attack
Scovillain,Grass,Fire,2,true,9,486,Attack
Rellor,Bug,None,1,false,9,270,Defense
Rabsca,Bug,Psychic,2,true,9,470,Special-attack
Flittle,Psychic,None,1,false,9,255,Speed
Espathra,Psychic,None,2,true,9,481,Speed
Tinkatink,Fairy,Steel,1,false,9,297,Special-defense
Tinkatuff,Fairy,Steel,2,false,9,380,Special-defense
Tinkaton,Fairy,Steel,3,true,9,506,Special-defense
Wiglett,Water,None,1,false,9,245,Speed
Wugtrio,Water,None,2,true,9,425,Speed
Bombirdier,Flying,Dark,1,true,9,485,Attack
Finizen,Water,None,1,false,9,315,Speed
Palafin-zero,Water,None,1,true,9,457,Hp
Varoom,Steel,Poison,1,false,9,300,Attack
Revavroom,Steel,Poison,2,true,9,500,Attack
Cyclizar,Dragon,Normal,1,true,9,501,Speed
Orthworm,Steel,None,1,true,9,480,Defense
Glimmet,Rock,Poison,1,false,9,350,Special-attack
Glimmora,Rock,Poison,2,true,9,525,Special-attack
Greavard,Ghost,None,1,false,9,290,Attack
Houndstone,Ghost,None,2,true,9,488,Attack
Flamigo,Flying,Fighting,1,true,9,500,Attack
Cetoddle,Ice,None,1,false,9,334,Hp
Cetitan,Ice,None,2,true,9,521,Hp
Veluza,Water,Psychic,1,true,9,478,Attack
Dondozo,Water,None,1,true,9,530,Hp
Tatsugiri-curly,Dragon,Water,1,true,9,475,Special-attack
Annihilape,Fighting,Ghost,3,true,9,535,Attack
Clodsire,Poison,Ground,2,true,9,430,Hp
Farigiraf,Normal,Psychic,2,true,9,520,Hp
Dudunsparce-two-segment,Normal,None,1,true,9,520,Hp
Kingambit,Dark,Steel,3,true,9,550,Attack
Great-tusk,Ground,Fighting,1,true,9,570,Attack
Scream-tail,Fairy,Psychic,1,true,9,570,Hp
Brute-bonnet,Grass,Dark,1,true,9,570,Attack
Flutter-mane,Ghost,Fairy,1,true,9,570,Special-attack
Slither-wing,Bug,Fighting,1,true,9,570,Attack
Sandy-shocks,Electric,Ground,1,true,9,570,Special-attack
Iron-treads,Ground,Steel,1,true,9,570,Defense
Iron-bundle,Ice,Water,1,true,9,570,Speed
Iron-hands,Fighting,Electric,1,true,9,570,Hp
Iron-jugulis,Dark,Flying,1,true,9,570,Special-attack
Iron-moth,Fire,Poison,1,true,9,570,Special-attack
Iron-thorns,Rock,Electric,1,true,9,570,Attack
Frigibax,Dragon,Ice,1,false,9,320,Attack
Arctibax,Dragon,Ice,2,false,9,423,Attack
Baxcalibur,Dragon,Ice,3,true,9,600,Attack
Gimmighoul,Ghost,None,1,false,9,300,Special-attack
Gholdengo,Steel,Ghost,2,true,9,550,Special-attack
Wo-chien,Dark,Grass,1,true,9,570,Special-defense
Chien-pao,Dark,Ice,1,true,9,570,Speed
Ting-lu,Dark,Ground,1,true,9,570,Hp
Chi-yu,Dark,Fire,1,true,9,570,Special-attack
Roaring-moon,Dragon,Dark,1,true,9,590,Attack
Iron-valiant,Fairy,Fighting,1,true,9,590,Attack
Koraidon,Fighting,Dragon,1,true,9,670,Attack
Miraidon,Electric,Dragon,1,true,9,670,Special-attack
Walking-wake,Water,Dragon,1,true,9,590,Special-attack
Iron-leaves,Grass,Psychic,1,true,9,590,Attack
Dipplin,Grass,Dragon,2,false,9,485,Defense
Poltchageist,Grass,Ghost,1,false,9,308,Special-attack
Sinistcha,Grass,Ghost,2,true,9,508,Special-attack
Okidogi,Poison,Fighting,1,true,9,555,Attack
Munkidori,Poison,Psychic,1,true,9,555,Special-attack
Fezandipiti,Poison,Fairy,1,true,9,555,Special-defense
Ogerpon,Grass,None,1,true,9,550,Attack
Archaludon,Steel,Dragon,2,true,9,600,Defense
Hydrapple,Grass,Dragon,3,true,9,540,Special-attack
Gouging-fire,Fire,Dragon,1,true,9,590,Defense
Raging-bolt,Electric,Dragon,1,true,9,590,Special-attack
Iron-boulder,Rock,Psychic,1,true,9,590,Speed
Iron-crown,Steel,Psychic,1,true,9,590,Special-attack
Terapagos,Normal,None,1,true,9,450,Hp
Pecharunt,Poison,Ghost,1,true,9,600,Defense
Deoxys-attack,Psychic,None,1,true,3,600,Attack
Deoxys-defense,Psychic,None,1,true,3,600,Defense
Deoxys-speed,Psychic,None,1,true,3,600,Speed
Wormadam-sandy,Bug,Ground,1,true,4,424,Defense
Wormadam-trash,Bug,Steel,1,true,4,424,Defense
Shaymin-sky,Grass,Flying,1,true,4,600,Speed
Giratina-origin,Ghost,Dragon,1,true,4,680,Hp
Rotom-heat,Electric,Fire,1,true,4,520,Defense
Rotom-wash,Electric,Water,1,true,4,520,Defense
Rotom-frost,Electric,Ice,1,true,4,520,Defense
Rotom-fan,Electric,Flying,1,true,4,520,Defense
Rotom-mow,Electric,Grass,1,true,4,520,Defense
Castform-sunny,Fire,None,1,true,3,420,Hp
Castform-rainy,Water,None,1,true,3,420,Hp
Castform-snowy,Ice,None,1,true,3,420,Hp
Basculin-blue-striped,Water,None,1,true,5,460,Speed
Darmanitan-zen,Fire,Psychic,1,true,5,540,Special-attack
Meloetta-pirouette,Normal,Fighting,1,true,5,600,Attack
Tornadus-therian,Flying,None,1,true,5,580,Speed
Thundurus-therian,Electric,Flying,1,true,5,580,Special-attack
Landorus-therian,Ground,Flying,1,true,5,600,Attack
Kyurem-black,Dragon,Ice,1,true,5,700,Attack
Kyurem-white,Dragon,Ice,1,true,5,700,Special-attack
Keldeo-resolute,Water,Fighting,1,true,5,580,Special-attack
Meowstic-female,Psychic,None,1,true,6,466,Speed
Aegislash-blade,Steel,Ghost,1,true,6,500,Attack
Pumpkaboo-small,Ghost,Grass,1,true,6,335,Defense
Pumpkaboo-large,Ghost,Grass,1,true,6,335,Defense
Pumpkaboo-super,Ghost,Grass,1,true,6,335,Defense
Gourgeist-small,Ghost,Grass,1,true,6,494,Defense
Gourgeist-large,Ghost,Grass,1,true,6,494,Defense
Gourgeist-super,Ghost,Grass,1,true,6,494,Defense
Venusaur-mega,Grass,Poison,1,true,1,625,Defense
Charizard-mega-x,Fire,Dragon,1,true,1,634,Attack
Charizard-mega-y,Fire,Flying,1,true,1,634,Special-attack
Blastoise-mega,Water,None,1,true,1,630,Special-attack
Alakazam-mega,Psychic,None,1,true,1,600,Special-attack
Gengar-mega,Ghost,Poison,1,true,1,600,Special-attack
Kangaskhan-mega,Normal,None,1,true,1,590,Attack
Pinsir-mega,Bug,Flying,1,true,1,600,Attack
Gyarados-mega,Water,Dark,1,true,1,640,Attack
Aerodactyl-mega,Rock,Flying,1,true,1,615,Speed
Mewtwo-mega-x,Psychic,Fighting,1,true,1,780,Attack
Mewtwo-mega-y,Psychic,None,1,true,1,780,Special-attack
Ampharos-mega,Electric,Dragon,1,true,2,610,Special-attack
Scizor-mega,Bug,Steel,1,true,2,600,Attack
Heracross-mega,Bug,Fighting,1,true,2,600,Attack
Houndoom-mega,Dark,Fire,1,true,2,600,Special-attack
Tyranitar-mega,Rock,Dark,1,true,2,700,Attack
